group,event_date,price_move_1pct,saved_adjusted_close_return_1d,cutoff_utc
3pct_up,2026-04-14,1,0.0380328487066832,2026-04-13T20:00:00+00:00
3pct_up,2026-04-24,1,0.0432278217884811,2026-04-23T20:00:00+00:00
3pct_up,2026-04-27,1,0.0400441913327564,2026-04-24T20:00:00+00:00
3pct_up,2026-05-06,1,0.0576590726277983,2026-05-05T20:00:00+00:00
3pct_up,2026-05-14,1,0.0438825908526629,2026-05-13T20:00:00+00:00
1pct_down,2025-10-06,-1,-0.0110863136242227,2025-10-03T20:00:00+00:00
1pct_down,2025-10-10,-1,-0.0488653589465695,2025-10-09T20:00:00+00:00
1pct_down,2025-10-14,-1,-0.0440208985478924,2025-10-13T20:00:00+00:00
1pct_down,2025-10-30,-1,-0.0200444114726338,2025-10-29T20:00:00+00:00
1pct_down,2025-11-04,-1,-0.0395881671927399,2025-11-03T21:00:00+00:00
1pct_down,2025-11-05,-1,-0.0175147838074563,2025-11-04T21:00:00+00:00
1pct_down,2025-11-06,-1,-0.0365247806009776,2025-11-05T21:00:00+00:00
1pct_down,2025-11-11,-1,-0.0295905957408321,2025-11-10T21:00:00+00:00
1pct_down,2025-11-13,-1,-0.0358100507469266,2025-11-12T21:00:00+00:00
1pct_down,2025-11-17,-1,-0.0187725696228985,2025-11-14T21:00:00+00:00
1pct_down,2025-11-18,-1,-0.0280816286115062,2025-11-17T21:00:00+00:00
1pct_down,2025-11-20,-1,-0.0315247972476907,2025-11-19T21:00:00+00:00
1pct_down,2025-11-25,-1,-0.025910510949223,2025-11-24T21:00:00+00:00
1pct_down,2025-11-28,-1,-0.018084926930908,2025-11-26T21:00:00+00:00
1pct_down,2025-12-03,-1,-0.0103052671674587,2025-12-02T21:00:00+00:00
1pct_down,2025-12-11,-1,-0.0155077080404447,2025-12-10T21:00:00+00:00
1pct_down,2025-12-12,-1,-0.0326645193679966,2025-12-11T21:00:00+00:00
1pct_down,2025-12-17,-1,-0.0381498342450907,2025-12-16T21:00:00+00:00
1pct_down,2025-12-29,-1,-0.0121240956396764,2025-12-26T21:00:00+00:00
1pct_down,2026-01-08,-1,-0.0215218794330256,2026-01-07T21:00:00+00:00
1pct_down,2026-01-14,-1,-0.014369467310186,2026-01-13T21:00:00+00:00
1pct_down,2026-01-20,-1,-0.0438167594249047,2026-01-16T21:00:00+00:00
1pct_down,2026-02-02,-1,-0.0288809308475692,2026-01-30T21:00:00+00:00
1pct_down,2026-02-03,-1,-0.028392832113479,2026-02-02T21:00:00+00:00
1pct_down,2026-02-04,-1,-0.0341022108830412,2026-02-03T21:00:00+00:00
1pct_down,2026-02-05,-1,-0.0132614035251003,2026-02-04T21:00:00+00:00
1pct_down,2026-02-12,-1,-0.0163641031253721,2026-02-11T21:00:00+00:00
1pct_down,2026-02-13,-1,-0.0220927472729224,2026-02-12T21:00:00+00:00
1pct_down,2026-02-26,-1,-0.0545612100451263,2026-02-25T21:00:00+00:00
1pct_down,2026-02-27,-1,-0.0416463721714822,2026-02-26T21:00:00+00:00
1pct_down,2026-03-03,-1,-0.0133164698279871,2026-03-02T21:00:00+00:00
1pct_down,2026-03-06,-1,-0.0301078164350176,2026-03-05T21:00:00+00:00
1pct_down,2026-03-12,-1,-0.0155351205185065,2026-03-11T20:00:00+00:00
1pct_down,2026-03-13,-1,-0.0157801853895789,2026-03-12T20:00:00+00:00
1pct_down,2026-03-19,-1,-0.0101996213545713,2026-03-18T20:00:00+00:00
1pct_down,2026-03-20,-1,-0.0328180056905875,2026-03-19T20:00:00+00:00
1pct_down,2026-03-26,-1,-0.0416386101592988,2026-03-25T20:00:00+00:00
1pct_down,2026-03-27,-1,-0.0217239009173342,2026-03-26T20:00:00+00:00
1pct_down,2026-03-30,-1,-0.0140282322979372,2026-03-27T20:00:00+00:00
1pct_down,2026-04-21,-1,-0.0107887493827583,2026-04-20T20:00:00+00:00
1pct_down,2026-04-23,-1,-0.0141234935266251,2026-04-22T20:00:00+00:00
1pct_down,2026-04-28,-1,-0.015881097300298,2026-04-27T20:00:00+00:00
1pct_down,2026-04-29,-1,-0.0183890617959002,2026-04-28T20:00:00+00:00
1pct_down,2026-04-30,-1,-0.0462604736951121,2026-04-29T20:00:00+00:00
1pct_down,2026-05-15,-1,-0.0442012520383769,2026-05-14T20:00:00+00:00
3pct_down,2025-10-10,-1,-0.0488653589465695,2025-10-09T20:00:00+00:00
3pct_down,2025-10-14,-1,-0.0440208985478924,2025-10-13T20:00:00+00:00
3pct_down,2025-11-04,-1,-0.0395881671927399,2025-11-03T21:00:00+00:00
3pct_down,2025-11-06,-1,-0.0365247806009776,2025-11-05T21:00:00+00:00
3pct_down,2025-11-13,-1,-0.0358100507469266,2025-11-12T21:00:00+00:00
3pct_down,2025-11-20,-1,-0.0315247972476907,2025-11-19T21:00:00+00:00
3pct_down,2025-12-12,-1,-0.0326645193679966,2025-12-11T21:00:00+00:00
3pct_down,2025-12-17,-1,-0.0381498342450907,2025-12-16T21:00:00+00:00
3pct_down,2026-01-20,-1,-0.0438167594249047,2026-01-16T21:00:00+00:00
3pct_down,2026-02-04,-1,-0.0341022108830412,2026-02-03T21:00:00+00:00
3pct_down,2026-02-26,-1,-0.0545612100451263,2026-02-25T21:00:00+00:00
3pct_down,2026-02-27,-1,-0.0416463721714822,2026-02-26T21:00:00+00:00
3pct_down,2026-03-06,-1,-0.0301078164350176,2026-03-05T21:00:00+00:00
3pct_down,2026-03-20,-1,-0.0328180056905875,2026-03-19T20:00:00+00:00
3pct_down,2026-03-26,-1,-0.0416386101592988,2026-03-25T20:00:00+00:00
3pct_down,2026-04-30,-1,-0.0462604736951121,2026-04-29T20:00:00+00:00
3pct_down,2026-05-15,-1,-0.0442012520383769,2026-05-14T20:00:00+00:00
