trading_date,ticker,open,high,low,close,adjusted_close,volume,dividends,stock_splits
2025-11-20,NVDA,195.9499969482422,196.0,179.85000610351562,180.63999938964844,180.208251953125,343504800,0.0,0.0
2025-11-21,NVDA,181.24000549316406,184.55999755859375,172.92999267578125,178.8800048828125,178.4524688720703,346926200,0.0,0.0
2025-11-24,NVDA,179.49000549316406,183.5,176.47999572753906,182.5500030517578,182.11367797851562,256618300,0.0,0.0
2025-11-25,NVDA,174.91000366210938,178.16000366210938,169.5500030517578,177.82000732421875,177.39501953125,320600300,0.0,0.0
2025-11-26,NVDA,181.6300048828125,182.91000366210938,178.24000549316406,180.25999450683594,179.82916259765625,183852000,0.0,0.0
2025-11-28,NVDA,179.00999450683594,179.2899932861328,176.5,177.0,176.57696533203125,121332800,0.0,0.0
2025-12-01,NVDA,174.75999450683594,180.3000030517578,173.67999267578125,179.9199981689453,179.48997497558594,188131000,0.0,0.0
2025-12-02,NVDA,181.75999450683594,185.66000366210938,180.0,181.4600067138672,181.0262908935547,182632200,0.0,0.0
2025-12-03,NVDA,181.0800018310547,182.4499969482422,179.11000061035156,179.58999633789062,179.1607666015625,165138000,0.0,0.0
2025-12-04,NVDA,181.6199951171875,184.52000427246094,179.9600067138672,183.3800048828125,182.95188903808594,167364900,0.01,0.0
2025-12-05,NVDA,183.88999938964844,184.66000366210938,180.91000366210938,182.41000366210938,181.98414611816406,143971100,0.0,0.0
2025-12-08,NVDA,182.63999938964844,188.0,182.39999389648438,185.5500030517578,185.1168212890625,204378100,0.0,0.0
2025-12-09,NVDA,185.55999755859375,185.72000122070312,183.32000732421875,184.97000122070312,184.53817749023438,144719700,0.0,0.0
2025-12-10,NVDA,184.97000122070312,185.47999572753906,182.0399932861328,183.77999877929688,183.35096740722656,162785400,0.0,0.0
2025-12-11,NVDA,180.27999877929688,181.32000732421875,176.6199951171875,180.92999267578125,180.5076141357422,182136600,0.0,0.0
2025-12-12,NVDA,181.11000061035156,182.82000732421875,174.6199951171875,175.02000427246094,174.61141967773438,204274900,0.0,0.0
2025-12-15,NVDA,177.94000244140625,178.4199981689453,175.02999877929688,176.2899932861328,175.87843322753906,164775600,0.0,0.0
2025-12-16,NVDA,176.25999450683594,178.49000549316406,174.89999389648438,177.72000122070312,177.3050994873047,148588100,0.0,0.0
2025-12-17,NVDA,176.10000610351562,176.1300048828125,170.30999755859375,170.94000244140625,170.5409393310547,222775500,0.0,0.0
2025-12-18,NVDA,174.52999877929688,176.14999389648438,171.82000732421875,174.13999938964844,173.73345947265625,176096000,0.0,0.0
2025-12-19,NVDA,176.6699981689453,181.4499969482422,176.33999633789062,180.99000549316406,180.56747436523438,324925900,0.0,0.0
2025-12-22,NVDA,183.9199981689453,184.16000366210938,182.35000610351562,183.69000244140625,183.26116943359375,129064400,0.0,0.0
2025-12-23,NVDA,182.97000122070312,189.3300018310547,182.89999389648438,189.2100067138672,188.76828002929688,174873600,0.0,0.0
2025-12-24,NVDA,187.94000244140625,188.91000366210938,186.58999633789062,188.61000061035156,188.169677734375,65528500,0.0,0.0
2025-12-26,NVDA,189.9199981689453,192.69000244140625,188.0,190.52999877929688,190.085205078125,139740300,0.0,0.0
2025-12-29,NVDA,187.7100067138672,188.75999450683594,185.91000366210938,188.22000122070312,187.7805938720703,120006100,0.0,0.0
2025-12-30,NVDA,188.24000549316406,188.99000549316406,186.92999267578125,187.5399932861328,187.1021728515625,97687300,0.0,0.0
2025-12-31,NVDA,189.57000732421875,190.55999755859375,186.49000549316406,186.5,186.06460571289062,120100500,0.0,0.0
2026-01-02,NVDA,189.83999633789062,192.92999267578125,188.25999450683594,188.85000610351562,188.4091339111328,148240500,0.0,0.0
2026-01-05,NVDA,191.75999450683594,193.6300048828125,186.14999389648438,188.1199951171875,187.68081665039062,183529700,0.0,0.0
2026-01-06,NVDA,190.52000427246094,192.1699981689453,186.82000732421875,187.24000549316406,186.80288696289062,176862600,0.0,0.0
2026-01-07,NVDA,188.57000732421875,191.3699951171875,186.55999755859375,189.11000061035156,188.66851806640625,153543200,0.0,0.0
2026-01-08,NVDA,189.11000061035156,189.5500030517578,183.7100067138672,185.0399932861328,184.60801696777344,172457000,0.0,0.0
2026-01-09,NVDA,185.0800018310547,186.33999633789062,183.6699981689453,184.86000061035156,184.42843627929688,131327500,0.0,0.0
2026-01-12,NVDA,183.22000122070312,187.1199951171875,183.02000427246094,184.94000244140625,184.5082550048828,137968500,0.0,0.0
2026-01-13,NVDA,185.0,188.11000061035156,183.39999389648438,185.80999755859375,185.37620544433594,160128900,0.0,0.0
2026-01-14,NVDA,184.32000732421875,184.4600067138672,180.8000030517578,183.13999938964844,182.7124481201172,159586100,0.0,0.0
2026-01-15,NVDA,186.5,189.6999969482422,186.3300018310547,187.0500030517578,186.6133270263672,206188600,0.0,0.0
2026-01-16,NVDA,189.0800018310547,190.44000244140625,186.0800018310547,186.22999572753906,185.7952423095703,187967200,0.0,0.0
2026-01-20,NVDA,181.89999389648438,182.3800048828125,177.61000061035156,178.07000732421875,177.654296875,223345300,0.0,0.0
2026-01-21,NVDA,179.0500030517578,185.3800048828125,178.39999389648438,183.32000732421875,182.8920440673828,200381000,0.0,0.0
2026-01-22,NVDA,184.75,186.1699981689453,183.92999267578125,184.83999633789062,184.40847778320312,139636600,0.0,0.0
2026-01-23,NVDA,187.5,189.60000610351562,186.82000732421875,187.6699981689453,187.23187255859375,142748100,0.0,0.0
2026-01-26,NVDA,187.16000366210938,189.1199951171875,185.99000549316406,186.47000122070312,186.03468322753906,124799600,0.0,0.0
2026-01-27,NVDA,187.24000549316406,190.0,185.6999969482422,188.52000427246094,188.07989501953125,143711600,0.0,0.0
2026-01-28,NVDA,191.27000427246094,192.35000610351562,189.83999633789062,191.52000427246094,191.07289123535156,148552700,0.0,0.0
2026-01-29,NVDA,191.33999633789062,193.47999572753906,186.05999755859375,192.50999450683594,192.06057739257812,171764400,0.0,0.0
2026-01-30,NVDA,191.2100067138672,194.49000549316406,189.47000122070312,191.1300048828125,190.68380737304688,179489500,0.0,0.0
2026-02-02,NVDA,187.1999969482422,190.3000030517578,184.8800048828125,185.61000061035156,185.1766815185547,165794100,0.0,0.0
2026-02-03,NVDA,186.24000549316406,186.27000427246094,176.22999572753906,180.33999633789062,179.9189910888672,204019600,0.0,0.0
2026-02-04,NVDA,179.4600067138672,179.5800018310547,171.91000366210938,174.19000244140625,173.78335571289062,207014100,0.0,0.0
2026-02-05,NVDA,174.92999267578125,176.82000732421875,171.02999877929688,171.8800048828125,171.47874450683594,206312900,0.0,0.0
2026-02-06,NVDA,176.69000244140625,187.0,174.60000610351562,185.41000366210938,184.97715759277344,231346200,0.0,0.0
2026-02-09,NVDA,184.25999450683594,193.66000366210938,183.9499969482422,190.0399932861328,189.59632873535156,196387400,0.0,0.0
2026-02-10,NVDA,191.3800048828125,192.47999572753906,188.1199951171875,188.5399932861328,188.09983825683594,136764800,0.0,0.0
2026-02-11,NVDA,192.4499969482422,193.25999450683594,188.77000427246094,190.0500030517578,189.6063232421875,144192700,0.0,0.0
2026-02-12,NVDA,193.02999877929688,193.61000061035156,186.50999450683594,186.94000244140625,186.5035858154297,189932500,0.0,0.0
2026-02-13,NVDA,187.47999572753906,187.5,181.58999633789062,182.80999755859375,182.38320922851562,161888000,0.0,0.0
2026-02-17,NVDA,181.75,187.14999389648438,179.17999267578125,184.97000122070312,184.53817749023438,162276900,0.0,0.0
2026-02-18,NVDA,188.75,190.3699951171875,186.75999450683594,187.97999572753906,187.5411376953125,164749100,0.0,0.0
2026-02-19,NVDA,187.05999755859375,188.42999267578125,185.66000366210938,187.89999389648438,187.46133422851562,126554500,0.0,0.0
2026-02-20,NVDA,186.57000732421875,190.3300018310547,185.94000244140625,189.82000732421875,189.37686157226562,178422300,0.0,0.0
2026-02-23,NVDA,191.39999389648438,193.9499969482422,189.5800018310547,191.5500030517578,191.10281372070312,171584800,0.0,0.0
2026-02-24,NVDA,191.49000549316406,193.77000427246094,187.39999389648438,192.85000610351562,192.39979553222656,175123600,0.0,0.0
2026-02-25,NVDA,194.4499969482422,197.6300048828125,193.7899932861328,195.55999755859375,195.10345458984375,250637100,0.0,0.0
2026-02-26,NVDA,194.27000427246094,194.2899932861328,184.32000732421875,184.88999938964844,184.4583740234375,360807900,0.0,0.0
2026-02-27,NVDA,181.25,182.58999633789062,176.3800048828125,177.19000244140625,176.77635192871094,311636500,0.0,0.0
2026-03-02,NVDA,175.00999450683594,183.4600067138672,174.63999938964844,182.47999572753906,182.05398559570312,209095300,0.0,0.0
2026-03-03,NVDA,178.49000549316406,180.89999389648438,176.9199981689453,180.0500030517578,179.62966918945312,178099400,0.0,0.0
2026-03-04,NVDA,180.44000244140625,184.6999969482422,180.05999755859375,183.0399932861328,182.6126708984375,177731200,0.0,0.0
2026-03-05,NVDA,181.1699981689453,184.05999755859375,177.8800048828125,183.33999633789062,182.91197204589844,198779700,0.0,0.0
2026-03-06,NVDA,179.83999633789062,182.75999450683594,176.82000732421875,177.82000732421875,177.40489196777344,189021900,0.0,0.0
2026-03-09,NVDA,176.8300018310547,182.91000366210938,175.55999755859375,182.64999389648438,182.22360229492188,177213600,0.0,0.0
2026-03-10,NVDA,182.39999389648438,186.44000244140625,182.00999450683594,184.77000427246094,184.33865356445312,179118500,0.0,0.0
2026-03-11,NVDA,185.91000366210938,187.6199951171875,184.4499969482422,186.02999877929688,185.60574340820312,145280400,0.01,0.0
2026-03-12,NVDA,184.0500030517578,184.94000244140625,181.75,183.13999938964844,182.7223358154297,155762700,0.0,0.0
2026-03-13,NVDA,184.9199981689453,186.08999633789062,179.94000244140625,180.25,179.8389434814453,160988400,0.0,0.0
2026-03-16,NVDA,182.97000122070312,188.8800048828125,181.41000366210938,183.22000122070312,182.80215454101562,217307400,0.0,0.0
2026-03-17,NVDA,185.05999755859375,185.39999389648438,181.67999267578125,181.92999267578125,181.51510620117188,182497800,0.0,0.0
2026-03-18,NVDA,182.47999572753906,183.3800048828125,180.3300018310547,180.39999389648438,179.98858642578125,156683100,0.0,0.0
2026-03-19,NVDA,178.00999450683594,179.97999572753906,175.7899932861328,178.55999755859375,178.15277099609375,170968500,0.0,0.0
2026-03-20,NVDA,178.0,178.25999450683594,171.72000122070312,172.6999969482422,172.30615234375,241323500,0.0,0.0
2026-03-23,NVDA,177.25999450683594,178.3699951171875,174.75999450683594,175.63999938964844,175.23944091796875,182836300,0.0,0.0
2026-03-24,NVDA,174.8300018310547,176.22000122070312,173.97999572753906,175.1999969482422,174.80044555664062,147667800,0.0,0.0
2026-03-25,NVDA,177.10000610351562,181.22000122070312,176.85000610351562,178.67999267578125,178.2725067138672,162602100,0.0,0.0
2026-03-26,NVDA,176.07000732421875,176.50999450683594,171.13999938964844,171.24000549316406,170.8494873046875,186152200,0.0,0.0
2026-03-27,NVDA,170.0,170.97000122070312,167.00999450683594,167.52000427246094,167.13796997070312,196212700,0.0,0.0
2026-03-30,NVDA,168.77999877929688,169.4499969482422,164.27000427246094,165.1699981689453,164.79331970214844,185627000,0.0,0.0
2026-03-31,NVDA,166.97000122070312,174.6199951171875,166.9600067138672,174.39999389648438,174.00225830078125,226181300,0.0,0.0
2026-04-01,NVDA,176.0,177.3699951171875,174.75,175.75,175.34918212890625,168132000,0.0,0.0
2026-04-02,NVDA,172.17999267578125,177.49000549316406,171.3699951171875,177.38999938964844,176.98545837402344,143143200,0.0,0.0
2026-04-06,NVDA,177.16000366210938,177.7899932861328,175.75999450683594,177.63999938964844,177.23487854003906,107564300,0.0,0.0
2026-04-07,NVDA,175.72999572753906,178.22999572753906,173.66000366210938,178.10000610351562,177.69383239746094,132534900,0.0,0.0
2026-04-08,NVDA,184.5,185.25999450683594,180.3000030517578,182.0800018310547,181.66476440429688,147732700,0.0,0.0
2026-04-09,NVDA,181.83999633789062,184.0800018310547,180.6199951171875,183.91000366210938,183.4906005859375,116428500,0.0,0.0
2026-04-10,NVDA,184.30999755859375,190.0,184.3000030517578,188.6300048828125,188.1998291015625,160459500,0.0,0.0
2026-04-13,NVDA,186.02999877929688,189.66000366210938,185.74000549316406,189.30999755859375,188.87826538085938,133648200,0.0,0.0
2026-04-14,NVDA,190.83999633789062,196.50999450683594,190.77000427246094,196.50999450683594,196.0618438720703,161307000,0.0,0.0
2026-04-15,NVDA,196.5399932861328,200.39999389648438,195.74000549316406,198.8699951171875,198.41647338867188,185338400,0.0,0.0
2026-04-16,NVDA,197.42999267578125,199.85000610351562,195.80999755859375,198.35000610351562,197.8976593017578,134012900,0.0,0.0
2026-04-17,NVDA,199.89999389648438,201.6999969482422,199.27000427246094,201.67999267578125,201.2200469970703,160324400,0.0,0.0
2026-04-20,NVDA,199.97999572753906,202.1699981689453,197.83999633789062,202.05999755859375,201.59918212890625,119381400,0.0,0.0
2026-04-21,NVDA,202.1300048828125,202.75,199.0,199.8800048828125,199.42417907714844,107945300,0.0,0.0
2026-04-22,NVDA,200.99000549316406,202.5,199.0,202.5,202.03819274902344,107501000,0.0,0.0
2026-04-23,NVDA,202.4600067138672,203.8300018310547,197.22000122070312,199.63999938964844,199.18470764160156,113561800,0.0,0.0
2026-04-24,NVDA,199.9600067138672,210.9499969482422,199.80999755859375,208.27000427246094,207.79502868652344,214134400,0.0,0.0
2026-04-27,NVDA,209.64999389648438,216.8300018310547,207.3800048828125,216.61000061035156,216.1160125732422,187172400,0.0,0.0
2026-04-28,NVDA,209.49000549316406,214.72999572753906,208.1999969482422,213.1699981689453,212.68385314941406,180275400,0.0,0.0
2026-04-29,NVDA,212.6999969482422,212.72000122070312,207.5800018310547,209.25,208.77279663085938,123711800,0.0,0.0
2026-04-30,NVDA,209.92999267578125,210.3000030517578,198.6999969482422,199.57000732421875,199.1148681640625,225239200,0.0,0.0
2026-05-01,NVDA,201.27999877929688,203.0,197.1199951171875,198.4499969482422,197.9974365234375,128647000,0.0,0.0
2026-05-04,NVDA,199.5,201.72999572753906,194.74000549316406,198.47999572753906,198.02734375,125368100,0.0,0.0
2026-05-05,NVDA,199.3000030517578,200.24000549316406,196.02999877929688,196.5,196.05186462402344,113406600,0.0,0.0
2026-05-06,NVDA,199.88999938964844,208.27000427246094,198.61000061035156,207.8300018310547,207.3560333251953,188362800,0.0,0.0
2026-05-07,NVDA,208.33999633789062,214.1999969482422,206.5,211.5,211.01766967773438,168307900,0.0,0.0
2026-05-08,NVDA,213.02999877929688,217.8000030517578,212.88999938964844,215.1999969482422,214.709228515625,136421400,0.0,0.0
2026-05-11,NVDA,214.0399932861328,222.3000030517578,213.88999938964844,219.44000244140625,218.93955993652344,160685800,0.0,0.0
2026-05-12,NVDA,218.5500030517578,223.75,214.9199981689453,220.77999877929688,220.27650451660156,159176600,0.0,0.0
2026-05-13,NVDA,224.92999267578125,227.83999633789062,221.57000732421875,225.8300018310547,225.3149871826172,150405400,0.0,0.0
2026-05-14,NVDA,229.85000610351562,236.5399932861328,229.3000030517578,235.74000549316406,235.202392578125,180782900,0.0,0.0
2026-05-15,NVDA,229.75999450683594,231.5,224.24000549316406,225.32000732421875,224.80615234375,180977600,0.0,0.0
2026-05-18,NVDA,229.8699951171875,230.0,218.3699951171875,222.32000732421875,221.81300354003906,146280900,0.0,0.0
2026-05-19,NVDA,219.6199951171875,224.47999572753906,217.91000366210938,220.61000061035156,220.1068878173828,140948200,0.0,0.0
2026-05-20,NVDA,223.17999267578125,226.1300048828125,220.5,223.47000122070312,222.9603729248047,184201600,0.0,0.0
2026-05-21,NVDA,222.2899932861328,227.39999389648438,217.92999267578125,219.50999450683594,219.0093994140625,203381800,0.0,0.0
2026-05-22,NVDA,220.89999389648438,221.00999450683594,214.8000030517578,215.3300018310547,214.83892822265625,169275700,0.0,0.0
2026-05-26,NVDA,216.5399932861328,218.17999267578125,212.0,214.86000061035156,214.37001037597656,187202600,0.0,0.0
2026-05-27,NVDA,214.1199951171875,214.14999389648438,208.77999877929688,212.60000610351562,212.1151580810547,167601200,0.0,0.0
2026-05-28,NVDA,211.27999877929688,215.52000427246094,211.22000122070312,214.25,213.7613983154297,143996000,0.0,0.0
2026-05-29,NVDA,214.5800018310547,217.86000061035156,211.1300048828125,211.13999938964844,210.6584930419922,289410600,0.0,0.0
