trading_date,ticker,open,high,low,close,adjusted_close,volume,dividends,stock_splits
2025-10-01,NVDA,185.24000549316406,188.13999938964844,183.89999389648438,187.24000549316406,186.79248046875,173844900,0.0,0.0
2025-10-02,NVDA,189.60000610351562,191.0500030517578,188.05999755859375,188.88999938964844,188.43853759765625,136805800,0.0,0.0
2025-10-03,NVDA,189.19000244140625,190.36000061035156,185.3800048828125,187.6199951171875,187.17156982421875,137596900,0.0,0.0
2025-10-06,NVDA,185.5,187.22999572753906,183.3300018310547,185.5399932861328,185.09652709960938,157678100,0.0,0.0
2025-10-07,NVDA,186.22999572753906,189.05999755859375,184.0,185.0399932861328,184.5977325439453,140088000,0.0,0.0
2025-10-08,NVDA,186.57000732421875,189.60000610351562,186.5399932861328,189.11000061035156,188.65802001953125,130168900,0.0,0.0
2025-10-09,NVDA,192.22999572753906,195.3000030517578,191.05999755859375,192.57000732421875,192.10975646972656,182997200,0.0,0.0
2025-10-10,NVDA,193.50999450683594,195.6199951171875,182.0500030517578,183.16000366210938,182.7222442626953,268774400,0.0,0.0
2025-10-13,NVDA,187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,187.8699188232422,153482800,0.0,0.0
2025-10-14,NVDA,184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,179.59971618652344,205641400,0.0,0.0
2025-10-15,NVDA,184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,179.4001922607422,214450500,0.0,0.0
2025-10-16,NVDA,182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,181.37545776367188,179723300,0.0,0.0
2025-10-17,NVDA,180.17999267578125,184.10000610351562,179.75,183.22000122070312,182.78208923339844,173135200,0.0,0.0
2025-10-20,NVDA,183.1300048828125,185.1999969482422,181.72999572753906,182.63999938964844,182.20347595214844,128544700,0.0,0.0
2025-10-21,NVDA,182.7899932861328,182.7899932861328,179.8000030517578,181.16000366210938,180.72702026367188,124240200,0.0,0.0
2025-10-22,NVDA,181.13999938964844,183.44000244140625,176.75999450683594,180.27999877929688,179.84910583496094,162249600,0.0,0.0
2025-10-23,NVDA,180.4199981689453,183.02999877929688,179.7899932861328,182.16000366210938,181.72462463378906,111363700,0.0,0.0
2025-10-24,NVDA,183.83999633789062,187.47000122070312,183.5,186.25999450683594,185.8148193359375,131296700,0.0,0.0
2025-10-27,NVDA,189.99000549316406,192.0,188.42999267578125,191.49000549316406,191.03231811523438,153452700,0.0,0.0
2025-10-28,NVDA,193.0500030517578,203.14999389648438,191.91000366210938,201.02999877929688,200.54953002929688,297986200,0.0,0.0
2025-10-29,NVDA,207.97999572753906,212.19000244140625,204.77999877929688,207.0399932861328,206.54513549804688,308829600,0.0,0.0
2025-10-30,NVDA,205.14999389648438,206.16000366210938,201.41000366210938,202.88999938964844,202.40505981445312,178864400,0.0,0.0
2025-10-31,NVDA,206.4499969482422,207.97000122070312,202.07000732421875,202.49000549316406,202.00604248046875,179802200,0.0,0.0
2025-11-03,NVDA,208.0800018310547,211.33999633789062,205.55999755859375,206.8800048828125,206.3855438232422,180267300,0.0,0.0
2025-11-04,NVDA,203.0,203.97000122070312,197.92999267578125,198.69000244140625,198.21511840820312,188919300,0.0,0.0
2025-11-05,NVDA,198.77000427246094,202.9199981689453,194.64999389648438,195.2100067138672,194.74342346191406,171350300,0.0,0.0
2025-11-06,NVDA,196.4199981689453,197.6199951171875,186.3800048828125,188.0800018310547,187.63046264648438,223029800,0.0,0.0
2025-11-07,NVDA,184.89999389648438,188.32000732421875,178.91000366210938,188.14999389648438,187.70030212402344,264942300,0.0,0.0
2025-11-10,NVDA,195.11000061035156,199.94000244140625,193.7899932861328,199.0500030517578,198.5742645263672,198897100,0.0,0.0
2025-11-11,NVDA,195.16000366210938,195.4199981689453,191.3000030517578,193.16000366210938,192.69833374023438,176483300,0.0,0.0
2025-11-12,NVDA,195.72000122070312,195.88999938964844,191.1300048828125,193.8000030517578,193.33680725097656,154935300,0.0,0.0
2025-11-13,NVDA,191.0500030517578,191.44000244140625,183.85000610351562,186.86000061035156,186.4134063720703,207423100,0.0,0.0
2025-11-14,NVDA,182.86000061035156,191.00999450683594,180.5800018310547,190.1699981689453,189.71548461914062,186591900,0.0,0.0
2025-11-17,NVDA,185.97000122070312,189.0,184.32000732421875,186.60000610351562,186.15403747558594,173628900,0.0,0.0
2025-11-18,NVDA,183.3800048828125,184.8000030517578,179.64999389648438,181.36000061035156,180.92652893066406,213598900,0.0,0.0
2025-11-19,NVDA,184.7899932861328,187.86000061035156,182.8300018310547,186.52000427246094,186.07420349121094,247246400,0.0,0.0
