event_date,ticker,price_move_1pct,price_move_5pct,shift_1pct_up,shift_1pct_down,shift_5pct_up,shift_5pct_down,shift_categories,previous_session_date,cutoff_utc,cutoff_new_york,interval_end_utc,timing_assumption,provisional_cutoff,article_id,queried_tickers,companies_discussed,headline,summary,source,url,published_at_utc,retrieved_at_utc,relevance_type,event_category,relevance_reason,excluded,exclusion_reason,duplicate_group_id,duplicate_group_size,duplicate_of_article_id,event_representative,exact_duplicate_group_id,raw_observation_count,finnhub_related,finnhub_category,image_url,normalized_url,matched_relevance_terms,article_match_key,publication_timestamp_utc,publication_timestamp_new_york,raw_content_variant_count,possible_revision_or_identity_conflict,known_revision_timestamp_present,missing_article_id,missing_headline,missing_source,missing_url,hours_before_cutoff,lookback_bucket,in_24h,in_72h,in_7d,historical_availability_uncertain,availability_note,known_post_cutoff_revision
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139163734,NVDA,NVDA,"Moomoo Is Offering 8.1% APY and Up to $1,000 in Nvidia Stock for New Users","In an environment where cash is paying again, Moomoo is rolling out a welcome bonus that combines high-yield savings with free stock incentives for new customers. Through a limited-time promotion running through March 12, eligible users can earn up to...",Yahoo,https://finnhub.io/api/news?id=bcb0434d008a2118f1b88b87e791fc8a08bb63e0bf2f65fb39bf84d843573842,2026-02-20T20:00:13Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_f3783a4a0fa9e594,1,,true,exact_dc44df79c78ade84,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=bcb0434d008a2118f1b88b87e791fc8a08bb63e0bf2f65fb39bf84d843573842,Nvidia,a396434b71fb76d1bc0009d8,2026-02-20T20:00:13+00:00,2026-02-20T15:00:13-05:00,1,0,0,0,0,0,0,120.99638888888889,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139164341,META,META|NVDA,NVIDIA and META: The AI Dream Team?,"Another day, another AI headline. Unsurprisingly, NVIDIA is the one in the news again this week, with an announced partnership with fellow Magnificent 7 member Meta Platforms keeping interest in the broader AI buildout red-hot.",Yahoo,https://finnhub.io/api/news?id=ea0c7e2610509b4cd768b3639619240a3ba252c11d56858f1ad4b78dbde88b6e,2026-02-20T20:22:00Z,2026-09-14T15:43:10Z,direct,partnership_contract,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the partnership_contract context.,false,,event_8777462fb7d2c23f,1,,true,exact_b347e91df84212be,1,META,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=ea0c7e2610509b4cd768b3639619240a3ba252c11d56858f1ad4b78dbde88b6e,Nvidia|partnership,01127f3efedcfdb3ae9ada65,2026-02-20T20:22:00+00:00,2026-02-20T15:22:00-05:00,1,0,0,0,0,0,0,120.63333333333334,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139163732,NVDA,NVDA,"Here's Why Oracle Stock Slumped Today (Hint: It's Nvidia Related, But Not How You Might Think)",Even the possibility of a $30 billion investment by Nvidia into OpenAI wasn't enough to lift Oracle stock today.,Yahoo,https://finnhub.io/api/news?id=b858b4889c623a7e55114ee33555b18b9c8ad98c47ab997f8364ff04577ff72a,2026-02-20T20:30:16Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_af800aa2f139dbe1,1,,true,exact_29a03eed16ae95b0,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=b858b4889c623a7e55114ee33555b18b9c8ad98c47ab997f8364ff04577ff72a,Nvidia,f0170cf92d2594cdce097a3c,2026-02-20T20:30:16+00:00,2026-02-20T15:30:16-05:00,1,0,0,0,0,0,0,120.49555555555555,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139163730,NVDA,NVDA,"Nvidia Earnings, PPI: What to Watch Next Week","Investors next week will focus on a quarterly update from Nvidia, whose results have become a bellwether for the broader artificial-intelligence trade. They also will assess the health of the American consumer through confidence data and earnings from home-improvement retailers Home Depot and Lowe’s.",Yahoo,https://finnhub.io/api/news?id=4756615dd3ac2b629fc161a8c969562881c26dc0c02a3a41cfae9f1520191eb9,2026-02-20T20:51:36Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,earnings_report_preview_or_recap,event_a50c285c13c01133,1,,true,exact_594ee58cf0497f7b,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=4756615dd3ac2b629fc161a8c969562881c26dc0c02a3a41cfae9f1520191eb9,Nvidia,ae681b13cb38fa4209009600,2026-02-20T20:51:36+00:00,2026-02-20T15:51:36-05:00,1,0,0,0,0,0,0,120.14,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139163727,AMD|GOOGL|NVDA,AMD|GOOGL|NVDA,"Dow Jones Futures: Market Bounces On Trump Tariff Ruling; Iran News, Nvidia Earnings Key","Dow Jones futures will open Sunday evening, along with S&P 500 futures and Nasdaq futures. Nvidia earnings loom with investors also watching out for U.S.-Iran developments. The stock market rose last week with the Nasdaq leading.",Yahoo,https://finnhub.io/api/news?id=b6e06c53925bc81ba744484cbc889480c7f34db8b5fc845d7688b46927ab2018,2026-02-20T21:40:01Z,2026-09-14T15:30:03Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,earnings_report_preview_or_recap,event_08c6975a28b7280c,1,,true,exact_c46ed21b15bcd435,3,AMD|GOOGL|NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=b6e06c53925bc81ba744484cbc889480c7f34db8b5fc845d7688b46927ab2018,Nvidia,3e21c505ba8965afced65360,2026-02-20T21:40:01+00:00,2026-02-20T16:40:01-05:00,1,0,0,0,0,0,0,119.33305555555556,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139163725,NVDA,NVDA,"Earnings live: Nvidia earnings will offer crucial AI update, cap off 'Magnificent Seven' results","The S&P 500 was on track for double-digit earnings growth, with more than half of companies having reported Q4 results so far.",Yahoo,https://finnhub.io/api/news?id=852bdaa03b75af067e353228aec7059da3684e10a49915ae6b361e02aa93f421,2026-02-20T21:49:02Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,earnings_report_preview_or_recap,event_92860eae9bede3e2,1,,true,exact_47a82dbc04a8d642,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=852bdaa03b75af067e353228aec7059da3684e10a49915ae6b361e02aa93f421,Nvidia,1f9e5adb6345807637cd80d4,2026-02-20T21:49:02+00:00,2026-02-20T16:49:02-05:00,1,0,0,0,0,0,0,119.18277777777777,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139164318,AMZN,AMZN,Moody’s shifts Amazon outlook to stable amid AI infrastructure spending,"Investing.com -- Moody’s Ratings has revised its outlook for Amazon.com Inc (NASDAQ:AMZN) to stable from positive, signaling a shift in the e-commerce giant’s credit trajectory. The credit agency simultaneously affirmed Amazon’s A1 senior unsecured rating, citing the company's dominant market position and robust brand equity. The revision follows Amazon’s strategic decision to increase capital spending by over 50% to approximately $200 billion to bolster its technology infrastructure. This massi",Yahoo,https://finnhub.io/api/news?id=31d7ae8dd1cdaff7f2b8493cca8acf60672ea3c5175d4d98c9617700fea20ad2,2026-02-20T23:08:25Z,2026-09-14T15:39:24Z,indirect,ai_infrastructure_spending,Hyperscaler AI-infrastructure commitments can change demand for Nvidia GPUs and networking systems.,false,,event_cbe699425efa52e9,1,,true,exact_ab535348bdf21164,1,AMZN,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=31d7ae8dd1cdaff7f2b8493cca8acf60672ea3c5175d4d98c9617700fea20ad2,amazon|ai infrastructure|capital spending,441536dbb50ad5cedbf8d96d,2026-02-20T23:08:25+00:00,2026-02-20T18:08:25-05:00,1,0,0,0,0,0,0,117.85972222222222,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139164308,NVDA,NVDA,Business Lookahead: Nvidia earnings take center stage,"STORY: As global markets react to the U.S. Supreme Court ruling on President Trump's tariffs, Nvidia earnings head for center stage. These are the stories to watch in business and finance in the coming week. :: Nvidia's momentMarkets will be watching for Nvidia's quarterly results Wednesday...as investors worry about returns on AI spending and industry disruptions caused by the emerging tech.Nvidia shares have soared following the launch of ChatGPT in late 2022.But shares of the company and others in the ""Magnificent Seven"" have stalled so far in 2026.:: Anniversary angstTuesday marks the four-year anniversary of Russia's full-scale invasion of Ukraine.While the push for a ceasefire continues, getting one over the line remains difficult.Ukraine has faced sustained pressure to agree to a deal that could mean painful concessions, as Russian forces pound its power grid and slowly advance on the battlefield.The International Monetary Fund looks set to rubberstamp extended support, meaning Kyiv's bonds are flying high.:: Key Australia dataAustralia's consumer price reading Wednesday will be closely watched by investors, who are betting the central bank will hike rates at least once more this year.Earlier this month, Australia's central bank became the only one in the G10 outside Japan to tighten policy, as it struggles to bring inflation under control in a supply-constrained economy.:: British uneaseBritish Prime Minister Keir Starmer faces a reckoning Thursday in a Manchester special election.Investors will be watching the results closely. Friday could be another volatile day for British markets and Westminster.British gilts and the pound wobbled earlier this month as a crisis engulfed Starmer over what he knew of Peter Mandelson's links to late sex offender Jeffrey Epstein when he appointed the former as U.S. ambassador.",Yahoo,https://finnhub.io/api/news?id=4ca6766eebd72539c4788a37b1c830c712ed3e0ca82df3c4155c325a08c4d752,2026-02-20T23:27:39Z,2026-09-14T15:32:36Z,direct,partnership_contract,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the partnership_contract context.,true,earnings_report_preview_or_recap,event_5a851f59afbc47c5,1,,true,exact_a41b1d800e3203b7,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=4ca6766eebd72539c4788a37b1c830c712ed3e0ca82df3c4155c325a08c4d752,Nvidia|deal,ac6c8230aec8cf88128c5d37,2026-02-20T23:27:39+00:00,2026-02-20T18:27:39-05:00,1,0,0,0,0,0,0,117.53916666666667,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139164306,NVDA,NVDA,"Nvidia earnings, Trump's State of the Union: What to Watch","Market Domination Overtime host Josh Lipton takes a look at the top stories for investors to watch next week, starting Monday, Feb. 23. President Trump will deliver his State of the Union address on Tuesday, Feb. 24. It'll be a big week for earnings, with names like Nvidia (NVDA), Salesforce (CRM), Paramount (PSKY), CoreWeave (CRWV), and Dell (DELL) on deck. Federal Reserve commentary is on deck as well, with remarks from names like Fed Governor Lisa Cook and Fed Governor Christopher Waller. The Producer Price Index (PPI) will be out on Friday, with economists expecting headline PPI to cool from the previous month. To watch more expert insights and analysis on the latest market action, check out more Market Domination Overtime.",Yahoo,https://finnhub.io/api/news?id=dc2b3beecd876b960e11494b31e7f6baa0267735dd814af7b036de79e1528d85,2026-02-21T00:00:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,earnings_report_preview_or_recap,event_cb80ec44a5d58050,1,,true,exact_bad60f6037c34b94,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=dc2b3beecd876b960e11494b31e7f6baa0267735dd814af7b036de79e1528d85,Nvidia|NVDA,f7f045632af7bc02ff34ca19,2026-02-21T00:00:00+00:00,2026-02-20T19:00:00-05:00,1,0,0,0,0,0,0,117.0,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139165528,AMZN|GOOGL|MSFT|NVDA,AMZN|GOOGL|MSFT|NVDA,Nvidia Earnings Loom: A Closer Look at the Mag 7 Earnings Picture,"Impressively, Nvidia is on track to bring in almost four times as much in revenue in a single quarter as it did in all of 2021. But are things as good for the other Magnificent 7 members?",Yahoo,https://finnhub.io/api/news?id=e36e7ce50188e89312d56e668c64bdc4113711fa25d8697d7f160a35a4348a91,2026-02-21T00:46:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,earnings_report_preview_or_recap,event_267de69d4b138123,1,,true,exact_b7ff1b6ceec6569c,4,AMZN|GOOGL|MSFT|NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=e36e7ce50188e89312d56e668c64bdc4113711fa25d8697d7f160a35a4348a91,Nvidia,e5b2de5d10ed0dc2f4778d84,2026-02-21T00:46:00+00:00,2026-02-20T19:46:00-05:00,1,0,0,0,0,0,0,116.23333333333333,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139164817,AMD|GOOGL|NVDA,AMD|GOOGL|NVDA,"Dow Jones Futures: Stock Market Turns To Iran, Nvidia After Trump Tariff Rally","Dow Jones futures will open Sunday evening, along with S&P 500 futures and Nasdaq futures. Nvidia earnings loom with investors also watching out for U.S.-Iran developments. The stock market rose last week with the Nasdaq leading.",Yahoo,https://finnhub.io/api/news?id=5b2fc63e03afd65ddbf94597bfc179df769eb4ce7b918dabd705ba7326a006cf,2026-02-21T01:05:28Z,2026-09-14T15:30:03Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_22ef8e064529039d,1,,true,exact_20407d29b0f9a521,3,AMD|GOOGL|NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=5b2fc63e03afd65ddbf94597bfc179df769eb4ce7b918dabd705ba7326a006cf,Nvidia,c6b3e51735e0aaa9077a49c6,2026-02-21T01:05:28+00:00,2026-02-20T20:05:28-05:00,1,0,0,0,0,0,0,115.9088888888889,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139164796,AMZN|MSFT|NVDA,AMZN|MSFT|NVDA,"AMZN, MSFT, NVDA, SFTBY setting $100 billion on fire","Amazon (AMZN), Microsoft (MSFT), Nvidia (NVDA), and SoftBank (SFTBY) are close to throwing a lot of money into a furnace, that is, OpenAI. The first phase of the company’s latest funding round is almost complete, and if the companies invest near the highest ranges of what has been hashed out, the ...",Yahoo,https://finnhub.io/api/news?id=69c98d592b7fb87cc272fa371a422fb9210def7ae18925a954931e1871229717,2026-02-21T01:37:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_cac922b4187a56cb,1,,true,exact_3382a9ef30aa2719,3,AMZN|MSFT|NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=69c98d592b7fb87cc272fa371a422fb9210def7ae18925a954931e1871229717,Nvidia|NVDA,c96c35a7b67c4a37b793a634,2026-02-21T01:37:00+00:00,2026-02-20T20:37:00-05:00,1,0,0,0,0,0,0,115.38333333333334,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139169155,AMZN|GOOGL|NVDA,AMZN|GOOGL|NVDA,"Gene Munster Predicts Nvidia Growth Will Hit 40% In 2027, Calls Wall Street's 28% Estimate 'Too Conservative' Ahead Of Earnings","Ahead of Nvidia&#39;s Feb. 25 earnings report, Deepwater&#39;s Gene Munster said Wall Street is underestimating the chipmaker&#39;s AI-driven momentum, projecting 40% growth in 2027 versus the Street&#39;s 28% estimate as rising AI utility, hyperscaler capex and inference demand support a stronger long-term outlook.",Benzinga,https://finnhub.io/api/news?id=f247ee0c3405ce79f82976bf9c259d3f86c03d4139630052f7043924b765dc37,2026-02-21T02:19:27Z,2026-09-14T15:32:36Z,direct,ai_infrastructure_spending,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the ai_infrastructure_spending context.,true,earnings_report_preview_or_recap,event_838eee83372b89b2,1,,true,exact_d1c920dd07ca5123,3,AMZN|GOOGL|NVDA,company,https://cdn.benzinga.com/files/images/story/2026/02/21/Kyiv--Ukraine---January-29--2025-Nvidia-.jpeg?width=2048&height=1536,https://finnhub.io/api/news?id=f247ee0c3405ce79f82976bf9c259d3f86c03d4139630052f7043924b765dc37,Nvidia|capex,911de79bb7563a3339353233,2026-02-21T02:19:27+00:00,2026-02-20T21:19:27-05:00,1,0,0,0,0,0,0,114.67583333333333,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139165522,NVDA,NVDA,Should You Buy Nvidia Stock Before Earnings?,The company is well-positioned as the tech sector transitions to AI.,Yahoo,https://finnhub.io/api/news?id=8a5a0a7ac4f0f0c2645edc1d0f3123347abae5b2902220797a07d2ffa21e2916,2026-02-21T03:50:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,earnings_report_preview_or_recap;generic_recommendation_or_listicle,event_3b8e2bc387a32350,1,,true,exact_3a1657dfac31b0d8,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=8a5a0a7ac4f0f0c2645edc1d0f3123347abae5b2902220797a07d2ffa21e2916,Nvidia,dbab35b080e391fcf63cdff9,2026-02-21T03:50:00+00:00,2026-02-20T22:50:00-05:00,1,0,0,0,0,0,0,113.16666666666667,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139167058,NVDA,NVDA,"1 Genius Stock Up Nearly 27,000% in the Past Decade to Buy Now",Nvidia has delivered jaw-dropping returns over the past decade.,Yahoo,https://finnhub.io/api/news?id=ea5cc56d453ffd885369b878dcb571e0854f187928625f6bba02a603771cc2dd,2026-02-21T06:52:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,true,summary_only_mention_without_material_nvidia_event,event_0b1df3465b0950eb,1,,true,exact_93c6ba848940cf03,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=ea5cc56d453ffd885369b878dcb571e0854f187928625f6bba02a603771cc2dd,Nvidia,257ce77e907a30409d92d5ae,2026-02-21T06:52:00+00:00,2026-02-21T01:52:00-05:00,1,0,0,0,0,0,0,110.13333333333334,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139167797,NVDA,AVGO|NVDA,"Nvidia Stock Is Interesting, But Here's What I'd Buy Instead",Broadcom looks attractive at current levels.,Yahoo,https://finnhub.io/api/news?id=d634d40e61354e0ca167c6ba3226ed985164ef7194103a244db55c460e762035,2026-02-21T07:20:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_39ad1d12ab0dc164,1,,true,exact_15cd1becd8926325,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=d634d40e61354e0ca167c6ba3226ed985164ef7194103a244db55c460e762035,Nvidia,c0ae814b8a058fe58364fdbd,2026-02-21T07:20:00+00:00,2026-02-21T02:20:00-05:00,1,0,0,0,0,0,0,109.66666666666667,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139169843,NVDA,NVDA,"Nvidia Will Likely Beat, But The Market May Not Like It","Despite volatility around earnings, Nvidia has delivered a ~280% gain over two years, reflecting exceptional revenue growth. Learn why NVDA stock is a buy.",SeekingAlpha,https://finnhub.io/api/news?id=08cc1006cde742eaf1dfd3349aedaf6f0b206b877ed4dae7b39e8df64641b82a,2026-02-21T09:15:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_53fc8f6cc2693d3f,1,,true,exact_ed270e89530bf7d8,1,NVDA,company,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1412721464/image_1412721464.jpg?io=getty-c-w1536,https://finnhub.io/api/news?id=08cc1006cde742eaf1dfd3349aedaf6f0b206b877ed4dae7b39e8df64641b82a,Nvidia|NVDA,1435592973cad3ce5174677f,2026-02-21T09:15:00+00:00,2026-02-21T04:15:00-05:00,1,0,0,0,0,0,0,107.75,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
2026-02-26,NVDA,-1,-1,0,1,0,1,1pct_down|5pct_down,2026-02-25,2026-02-25T21:00:00+00:00,2026-02-25T16:00:00-05:00,2026-02-26T21:00:00+00:00,documented_adjusted_close_to_close_previous_NASDAQ_session_close,0,139167793,NVDA,NVDA,"Billionaire Israel Englander Sells Nvidia Stock and Buys an AI Stock Up 2,000% Since Early 2023",Hedge fund manager Israel Englander recently sold shares of Nvidia and bought stock in Palantir.,Yahoo,https://finnhub.io/api/news?id=497862455cc7818f02f0d93bab1c1449773e2e7b914f4a693884bde05af14e59,2026-02-21T09:22:00Z,2026-09-14T15:32:36Z,direct,other_nvidia_development,Headline or Finnhub summary explicitly mentions Nvidia/NVDA in the other_nvidia_development context.,false,,event_3e72988d94dc98b4,1,,true,exact_e7676b6ac91e567e,1,NVDA,company,https://s.yimg.com/rz/stage/p/yahoo_finance_en-US_h_p_finance_2.png,https://finnhub.io/api/news?id=497862455cc7818f02f0d93bab1c1449773e2e7b914f4a693884bde05af14e59,Nvidia,f43cd7ca4c09fa39c23f9f19,2026-02-21T09:22:00+00:00,2026-02-21T04:22:00-05:00,1,0,0,0,0,0,0,107.63333333333334,more than 72 hours–7 calendar days,0,0,1,1,retrospective_snapshot_no_historical_version_guarantee,0
